Month,Borough,Community District (CD),Borough Consultation Total SNAP Recipients,Borough Consultation Total SNAP Households,Borough Consultation Total Cash Assistance Recipients,Borough Consultation Total Cash Assistance Cases,Borough Consultation Total Medicaid Only Enrollees,Borough Consultation Total Medicaid Enrollees
03/01/2021,Brooklyn,K17,"32,384","20,974","8,168","4,953","14,271","28,299"
03/01/2021,Brooklyn,K18,"30,444","18,618","5,766","3,209","16,048","28,236"
03/01/2021,Manhattan,M01,"2,219","1,682",511,391,"1,471","2,757"
03/01/2021,Manhattan,M02,"3,035","2,459",391,362,"2,441","3,579"
03/01/2021,Manhattan,M03,"37,580","25,682","6,925","4,530","20,978","39,023"
03/01/2021,Manhattan,M04,"13,424","10,043","3,585","2,740","5,981","13,045"
03/01/2021,Manhattan,M05,"6,031","4,332","2,771","1,872","1,758","6,385"
03/01/2021,Manhattan,M06,"5,469","4,642","1,309","1,185","3,060","5,868"
03/01/2021,Manhattan,M07,"17,394","12,819","4,225","2,935","8,070","17,000"
03/01/2021,Manhattan,M08,"6,105","4,746","1,078",811,"4,344","7,188"
03/01/2021,Manhattan,M09,"23,008","15,169","5,489","3,403","9,157","19,878"
03/01/2021,Manhattan,M10,"31,502","20,380","8,311","5,235","11,570","26,906"
03/01/2021,Manhattan,M11,"43,180","27,126","11,449","6,784","15,522","37,374"
03/01/2021,Manhattan,M12,"46,906","32,133","7,141","4,680","21,714","40,587"
03/01/2021,Queens,Q01,"24,993","15,047","4,657","2,831","16,473","26,209"
03/01/2021,Queens,Q02,"11,846","7,379","1,935","1,243","11,487","15,580"
03/01/2021,Queens,Q03,"25,330","14,587","3,062","1,945","22,840","29,378"
03/01/2021,Queens,Q04,"27,511","15,867","3,250","2,048","25,036","32,568"
03/01/2021,Queens,Q05,"20,180","11,916","2,362","1,536","14,044","19,533"
03/01/2021,Queens,Q06,"10,875","7,405",944,650,"8,533","12,638"
03/01/2021,Queens,Q07,"28,863","18,855","4,310","2,932","32,043","42,586"
03/01/2021,Queens,Q08,"19,394","11,499","3,133","1,912","15,447","22,625"
03/01/2021,Queens,Q09,"23,940","13,834","3,671","2,229","15,757","23,366"
03/01/2021,Queens,Q10,"17,841","10,712","2,722","1,632","11,426","17,259"
03/01/2021,Queens,Q11,"7,868","5,154",963,644,"9,162","11,765"
03/01/2021,Queens,Q12,"47,144","28,382","10,714","6,288","24,138","43,261"
03/01/2021,Queens,Q13,"22,504","14,033","4,350","2,764","14,392","22,868"
03/01/2021,Queens,Q14,"30,355","16,584","8,212","3,849","12,542","28,733"
03/01/2021,Staten_Island,S01,"38,964","20,751","11,700","5,491","16,545","36,804"
03/01/2021,Staten_Island,S02,"15,985","9,256","2,737","1,513","11,696","18,321"
03/01/2021,Staten_Island,S03,"11,368","7,085","1,612",968,"8,449","12,600"
06/01/2021,Bronx,B01,"46,929","25,890","13,327","7,029","15,110","38,800"
06/01/2021,Bronx,B02,"23,648","13,182","6,930","3,505","7,034","19,522"
06/01/2021,Bronx,B03,"45,183","25,123","13,189","7,082","13,101","35,957"
06/01/2021,Bronx,B04,"58,977","33,266","15,468","7,996","19,937","47,077"
06/01/2021,Bronx,B05,"57,058","31,939","16,239","8,407","17,577","45,047"
06/01/2021,Bronx,B06,"41,489","22,800","13,992","6,969","11,292","34,621"
06/01/2021,Bronx,B07,"49,393","28,583","12,880","6,921","17,414","39,964"
06/01/2021,Bronx,B08,"19,044","11,462","3,569","1,915","8,477","16,231"
06/01/2021,Bronx,B09,"58,219","32,329","15,327","7,649","21,169","47,987"
06/01/2021,Bronx,B10,"21,052","12,827","4,331","2,326","9,500","18,111"
06/01/2021,Bronx,B11,"27,054","15,799","6,407","3,394","11,618","23,906"
06/01/2021,Bronx,B12,"42,172","23,355","13,824","6,898","14,424","36,305"
06/01/2021,Brooklyn,K01,"53,124","22,027","7,608","2,980","31,665","45,484"
06/01/2021,Brooklyn,K02,"14,699","10,120","3,453","2,179","6,622","13,488"
06/01/2021,Brooklyn,K03,"45,996","25,795","10,538","5,546","18,560","37,344"
06/01/2021,Brooklyn,K04,"25,863","16,595","4,477","2,552","11,073","21,066"
06/01/2021,Brooklyn,K05,"68,216","39,906","15,404","8,039","24,776","52,379"
06/01/2021,Brooklyn,K06,"11,990","7,877","2,502","1,495","5,119","10,600"
06/01/2021,Brooklyn,K07,"22,458","13,885","3,406","2,176","17,583","25,303"
06/01/2021,Brooklyn,K08,"21,006","14,027","5,103","3,069","8,633","18,347"
06/01/2021,Brooklyn,K09,"21,943","13,763","4,236","2,619","10,663","18,881"
06/01/2021,Brooklyn,K10,"19,086","11,418","2,338","1,444","14,707","20,699"
06/01/2021,Brooklyn,K11,"38,109","22,586","3,429","2,043","27,288","40,188"
06/01/2021,Brooklyn,K12,"63,523","21,127","11,259","2,872","43,083","59,866"
06/01/2021,Brooklyn,K13,"32,430","21,608","5,295","2,701","15,280","32,348"
06/01/2021,Brooklyn,K14,"32,852","19,547","4,882","2,845","18,544","30,070"
06/01/2021,Brooklyn,K15,"28,918","18,056","3,274","1,826","18,750","30,306"
06/01/2021,Brooklyn,K16,"39,754","23,090","12,353","6,259","11,819","32,577"
06/01/2021,Brooklyn,K17,"33,645","21,883","8,139","4,941","14,887","28,838"
06/01/2021,Brooklyn,K18,"31,491","19,360","5,720","3,176","16,636","28,474"
06/01/2021,Manhattan,M01,"2,214","1,673",484,361,"1,521","2,725"
06/01/2021,Manhattan,M02,"3,080","2,509",376,351,"2,478","3,589"
06/01/2021,Manhattan,M03,"38,166","26,167","6,858","4,493","21,244","39,026"
06/01/2021,Manhattan,M04,"13,845","10,457","3,585","2,745","6,226","13,339"
06/01/2021,Manhattan,M05,"5,992","4,460","2,668","1,853","1,839","6,378"
06/01/2021,Manhattan,M06,"5,508","4,705","1,275","1,147","3,157","5,926"
06/01/2021,Manhattan,M07,"17,849","13,164","4,228","2,954","8,289","17,260"
06/01/2021,Manhattan,M08,"6,284","4,902","1,070",806,"4,487","7,349"
06/01/2021,Manhattan,M09,"23,451","15,498","5,365","3,318","9,373","19,888"
06/01/2021,Manhattan,M10,"32,100","20,847","8,144","5,136","11,935","27,062"
06/01/2021,Manhattan,M11,"44,290","27,919","11,365","6,725","16,006","37,793"
06/01/2021,Manhattan,M12,"48,472","33,217","6,994","4,579","22,109","40,684"
06/01/2021,Queens,Q01,"25,628","15,606","4,567","2,788","16,879","26,401"
06/01/2021,Queens,Q02,"12,135","7,642","1,925","1,244","11,710","15,630"
06/01/2021,Queens,Q03,"26,366","15,219","2,982","1,902","23,193","29,563"
06/01/2021,Queens,Q04,"28,731","16,628","3,293","2,090","25,445","32,892"
06/01/2021,Queens,Q05,"21,046","12,452","2,370","1,536","14,363","19,655"
06/01/2021,Queens,Q06,"11,190","7,612",960,661,"8,701","12,740"
06/01/2021,Queens,Q07,"30,056","19,665","4,362","2,975","32,481","42,986"
06/01/2021,Queens,Q08,"20,012","11,868","3,183","1,942","15,708","22,835"
06/01/2021,Queens,Q09,"24,995","14,435","3,715","2,247","16,137","23,688"
06/01/2021,Queens,Q10,"18,519","11,138","2,662","1,609","11,752","17,422"
06/01/2021,Queens,Q11,"8,230","5,352",996,664,"9,279","11,901"
06/01/2021,Queens,Q12,"48,369","29,245","10,784","6,309","24,905","43,931"
06/01/2021,Queens,Q13,"23,310","14,577","4,390","2,777","14,815","23,226"
06/01/2021,Queens,Q14,"30,902","17,035","8,001","3,745","13,116","28,970"
06/01/2021,Staten_Island,S01,"39,842","21,361","11,536","5,372","17,159","37,180"
06/01/2021,Staten_Island,S02,"16,473","9,545","2,711","1,500","11,943","18,461"
06/01/2021,Staten_Island,S03,"11,784","7,321","1,609",954,"8,607","12,767"
09/01/2021,Bronx,B01,"45,886","25,219","12,666","6,661","15,268","38,196"
09/01/2021,Bronx,B02,"22,894","12,777","6,797","3,425","7,075","19,232"
09/01/2021,Bronx,B03,"43,820","24,360","12,683","6,804","13,232","35,317"
09/01/2021,Bronx,B04,"57,144","32,414","14,697","7,624","20,058","46,037"
09/01/2021,Bronx,B05,"55,572","31,063","15,300","7,956","17,771","44,013"
09/01/2021,Bronx,B06,"40,506","22,265","13,523","6,738","11,561","34,163"
09/01/2021,Bronx,B07,"48,108","27,865","12,516","6,716","17,436","39,209"
09/01/2021,Bronx,B08,"18,512","11,165","3,480","1,846","8,458","15,994"
09/01/2021,Bronx,B09,"56,721","31,566","14,721","7,344","21,345","47,279"
09/01/2021,Bronx,B10,"20,830","12,583","4,262","2,290","9,523","17,911"
09/01/2021,Bronx,B11,"26,601","15,551","6,293","3,328","11,696","23,596"
09/01/2021,Bronx,B12,"41,311","22,781","13,595","6,805","14,638","35,987"
09/01/2021,Brooklyn,K01,"51,887","21,226","7,245","2,744","30,974","43,986"
09/01/2021,Brooklyn,K02,"14,234","9,723","3,379","2,093","6,612","13,260"
09/01/2021,Brooklyn,K03,"44,542","24,700","10,184","5,295","18,646","36,690"
09/01/2021,Brooklyn,K04,"25,032","15,934","4,184","2,400","11,012","20,524"
09/01/2021,Brooklyn,K05,"65,996","38,331","14,736","7,598","24,881","51,213"
09/01/2021,Brooklyn,K06,"11,574","7,558","2,469","1,451","5,123","10,468"
09/01/2021,Brooklyn,K07,"22,113","13,618","3,278","2,084","17,126","24,531"
09/01/2021,Brooklyn,K08,"20,038","13,252","4,843","2,895","8,846","18,083"
09/01/2021,Brooklyn,K09,"21,319","13,217","4,005","2,451","10,763","18,579"
09/01/2021,Brooklyn,K10,"18,663","11,143","2,329","1,431","14,412","20,172"
09/01/2021,Brooklyn,K11,"37,290","22,173","3,295","1,981","26,388","38,694"
09/01/2021,Brooklyn,K12,"62,060","20,581","11,128","2,792","42,002","58,240"
09/01/2021,Brooklyn,K13,"31,964","21,230","5,098","2,557","15,045","31,698"
09/01/2021,Brooklyn,K14,"32,033","19,022","4,699","2,737","18,265","29,408"
09/01/2021,Brooklyn,K15,"28,319","17,676","3,078","1,716","18,358","29,435"
09/01/2021,Brooklyn,K16,"38,217","22,108","11,993","6,055","11,963","32,102"
09/01/2021,Brooklyn,K17,"32,539","21,021","7,932","4,760","15,084","28,643"
09/01/2021,Brooklyn,K18,"30,279","18,650","5,485","3,034","16,586","28,001"
09/01/2021,Manhattan,M01,"2,163","1,619",490,359,"1,526","2,714"
09/01/2021,Manhattan,M02,"3,001","2,435",350,327,"2,463","3,503"
09/01/2021,Manhattan,M03,"37,595","25,623","6,698","4,321","20,919","38,137"
09/01/2021,Manhattan,M04,"13,471","10,112","3,521","2,669","6,379","13,240"
09/01/2021,Manhattan,M05,"5,314","4,038","2,263","1,617","1,928","5,873"
09/01/2021,Manhattan,M06,"5,315","4,463","1,200","1,049","3,244","5,857"
09/01/2021,Manhattan,M07,"17,466","12,899","4,187","2,907","8,392","17,122"
09/01/2021,Manhattan,M08,"6,254","4,869","1,109",834,"4,517","7,318"
09/01/2021,Manhattan,M09,"22,836","15,030","5,226","3,195","9,382","19,561"
09/01/2021,Manhattan,M10,"31,501","20,336","7,871","4,954","12,065","26,762"
09/01/2021,Manhattan,M11,"43,557","27,261","11,083","6,527","16,072","37,410"
09/01/2021,Manhattan,M12,"47,635","32,561","6,791","4,397","22,022","40,035"
09/01/2021,Queens,Q01,"24,694","15,072","4,315","2,632","16,691","25,820"
09/01/2021,Queens,Q02,"11,845","7,478","1,781","1,165","11,503","15,175"
09/01/2021,Queens,Q03,"25,675","14,875","2,863","1,840","22,859","28,803"
09/01/2021,Queens,Q04,"27,920","16,289","3,125","2,011","25,106","32,060"
09/01/2021,Queens,Q05,"20,312","12,049","2,349","1,519","14,207","19,285"
09/01/2021,Queens,Q06,"11,078","7,534",920,652,"8,591","12,454"
09/01/2021,Queens,Q07,"29,813","19,525","4,263","2,924","31,862","41,856"
09/01/2021,Queens,Q08,"19,543","11,596","2,958","1,836","15,481","22,213"
09/01/2021,Queens,Q09,"24,344","14,133","3,569","2,148","15,998","23,230"
09/01/2021,Queens,Q10,"17,833","10,767","2,433","1,480","11,629","16,905"
09/01/2021,Queens,Q11,"8,079","5,298",982,661,"9,142","11,610"
09/01/2021,Queens,Q12,"46,518","28,034","10,257","5,887","25,146","43,283"
09/01/2021,Queens,Q13,"22,468","14,081","4,174","2,635","14,839","22,773"
09/01/2021,Queens,Q14,"30,008","16,427","7,367","3,408","13,334","28,408"
09/01/2021,Staten_Island,S01,"38,889","20,724","11,216","5,180","17,299","36,631"
09/01/2021,Staten_Island,S02,"16,103","9,312","2,638","1,454","11,794","18,023"
09/01/2021,Staten_Island,S03,"11,504","7,175","1,585",937,"8,500","12,485"
12/01/2021,Bronx,B01,"45,322","25,230","13,630","7,519","14,482","38,211"
12/01/2021,Bronx,B02,"22,313","12,601","6,985","3,772","6,887","19,314"
12/01/2021,Bronx,B03,"42,991","24,243","13,176","7,497","12,773","35,462"
12/01/2021,Bronx,B04,"56,534","32,465","15,835","8,626","18,964","46,044"
12/01/2021,Bronx,B05,"54,623","31,076","16,277","8,775","16,861","43,941"
12/01/2021,Bronx,B06,"40,094","22,138","14,272","7,570","11,036","34,397"
12/01/2021,Bronx,B07,"47,712","27,852","13,280","7,480","16,634","39,424"
12/01/2021,Bronx,B08,"18,324","11,148","3,858","2,191","8,058","16,024"
12/01/2021,Bronx,B09,"56,309","31,526","15,614","8,184","20,583","47,524"
12/01/2021,Bronx,B10,"20,547","12,541","4,483","2,434","9,218","17,937"
12/01/2021,Bronx,B11,"26,169","15,450","6,658","3,721","11,251","23,670"
12/01/2021,Bronx,B12,"40,799","22,731","14,709","7,704","14,251","36,895"
12/01/2021,Brooklyn,K01,"50,412","20,873","7,771","2,986","29,206","43,016"
12/01/2021,Brooklyn,K02,"14,129","9,688","3,634","2,289","6,281","13,246"
12/01/2021,Brooklyn,K03,"44,052","24,659","10,864","5,807","17,764","36,658"
12/01/2021,Brooklyn,K04,"24,139","15,543","4,524","2,532","10,537","20,419"
12/01/2021,Brooklyn,K05,"64,357","37,847","15,672","8,422","23,733","51,325"
12/01/2021,Brooklyn,K06,"11,323","7,493","2,709","1,530","4,851","10,397"
12/01/2021,Brooklyn,K07,"21,617","13,483","3,375","2,163","15,717","23,374"
12/01/2021,Brooklyn,K08,"19,624","13,116","5,233","3,099","8,540","18,075"
12/01/2021,Brooklyn,K09,"20,934","13,124","4,237","2,513","10,388","18,433"
12/01/2021,Brooklyn,K10,"18,421","11,157","2,420","1,612","13,341","19,324"
12/01/2021,Brooklyn,K11,"36,864","22,144","3,428","2,189","24,351","37,172"
12/01/2021,Brooklyn,K12,"60,169","20,236","11,456","3,029","39,264","56,183"
12/01/2021,Brooklyn,K13,"31,716","21,227","5,577","3,029","14,321","31,478"
12/01/2021,Brooklyn,K14,"30,916","18,579","4,954","2,927","17,364","28,908"
12/01/2021,Brooklyn,K15,"27,949","17,627","3,387","1,998","17,096","28,661"
12/01/2021,Brooklyn,K16,"37,639","22,048","12,975","6,756","11,360","32,451"
12/01/2021,Brooklyn,K17,"31,875","20,881","8,548","5,247","14,694","28,912"
12/01/2021,Brooklyn,K18,"29,634","18,431","5,923","3,232","15,999","27,992"
12/01/2021,Manhattan,M01,"2,091","1,594",455,252,"1,537","2,663"
12/01/2021,Manhattan,M02,"3,006","2,443",387,286,"2,344","3,413"
12/01/2021,Manhattan,M03,"37,864","25,959","7,402","4,194","19,655","37,738"
12/01/2021,Manhattan,M04,"13,240","10,065","3,765","2,529","6,318","13,370"
12/01/2021,Manhattan,M05,"4,766","3,789","2,025","1,132","1,941","5,433"
12/01/2021,Manhattan,M06,"5,251","4,401","1,237",794,"3,264","5,932"
12/01/2021,Manhattan,M07,"17,484","12,948","4,711","2,789","8,193","17,348"
12/01/2021,Manhattan,M08,"6,301","4,916","1,292",856,"4,456","7,465"
12/01/2021,Manhattan,M09,"22,714","15,033","5,682","3,107","9,080","19,687"
12/01/2021,Manhattan,M10,"31,138","20,312","8,934","4,937","11,665","27,281"
12/01/2021,Manhattan,M11,"43,535","27,496","12,143","6,415","15,393","37,793"
12/01/2021,Manhattan,M12,"47,122","32,586","7,575","4,372","21,172","40,098"
12/01/2021,Queens,Q01,"24,203","14,958","4,909","2,924","15,722","25,545"
12/01/2021,Queens,Q02,"11,571","7,402","1,856","1,218","10,928","14,777"
12/01/2021,Queens,Q03,"24,456","14,458","3,053","1,857","21,710","28,084"
12/01/2021,Queens,Q04,"26,926","15,957","3,331","2,137","23,690","31,096"
12/01/2021,Queens,Q05,"19,639","11,825","2,726","1,688","13,448","19,078"
12/01/2021,Queens,Q06,"10,875","7,504","1,039",712,"8,223","12,300"
12/01/2021,Queens,Q07,"29,779","19,689","4,486","3,265","29,823","40,433"
12/01/2021,Queens,Q08,"19,254","11,604","3,336","2,006","14,545","21,837"
12/01/2021,Queens,Q09,"23,925","14,079","4,068","2,442","14,960","22,883"
12/01/2021,Queens,Q10,"17,327","10,626","2,639","1,530","10,974","16,570"
12/01/2021,Queens,Q11,"8,129","5,366","1,071",712,"8,588","11,269"
12/01/2021,Queens,Q12,"45,287","27,573","11,244","6,275","24,189","43,519"
12/01/2021,Queens,Q13,"21,898","14,001","4,764","2,839","14,232","22,910"
12/01/2021,Queens,Q14,"29,613","16,367","8,241","3,973","12,693","28,558"
12/01/2021,Staten_Island,S01,"38,647","20,860","12,155","5,990","16,384","36,647"
12/01/2021,Staten_Island,S02,"16,085","9,416","2,811","1,630","11,182","17,744"
12/01/2021,Staten_Island,S03,"11,566","7,256","1,722","1,029","8,109","12,321"
03/01/2022,Bronx,B01,"46,965","26,195","14,541","7,749","13,246","37,451"
03/01/2022,Bronx,B02,"23,261","13,116","7,370","3,777","6,374","18,874"
03/01/2022,Bronx,B03,"44,549","25,041","14,289","7,710","11,905","35,241"
03/01/2022,Bronx,B04,"58,323","33,497","17,053","8,973","17,520","45,351"
03/01/2022,Bronx,B05,"56,438","32,088","17,316","9,150","15,594","43,225"
03/01/2022,Bronx,B06,"41,318","22,819","15,058","7,541","10,218","34,011"
03/01/2022,Bronx,B07,"49,475","28,878","14,367","7,801","15,476","38,995"
03/01/2022,Bronx,B08,"19,012","11,550","4,254","2,308","7,648","15,865"
03/01/2022,Bronx,B09,"58,194","32,513","16,574","8,312","19,263","46,801"
03/01/2022,Bronx,B10,"21,170","12,909","4,824","2,607","8,942","17,833"
03/01/2022,Bronx,B11,"27,388","16,068","7,158","3,857","10,687","23,486"
03/01/2022,Bronx,B12,"42,168","23,527","15,455","7,730","13,448","36,522"
03/01/2022,Brooklyn,K01,"52,622","21,765","8,274","3,319","27,454","41,652"
03/01/2022,Brooklyn,K02,"14,518","10,038","3,866","2,463","5,814","12,988"
03/01/2022,Brooklyn,K03,"45,983","25,747","11,686","6,281","16,533","35,989"
03/01/2022,Brooklyn,K04,"24,917","16,121","4,909","2,847","9,907","19,990"
03/01/2022,Brooklyn,K05,"67,051","39,450","17,094","8,941","22,222","50,635"
03/01/2022,Brooklyn,K06,"11,498","7,633","2,876","1,724","4,537","10,164"
03/01/2022,Brooklyn,K07,"22,667","14,172","3,674","2,335","14,607","22,407"
03/01/2022,Brooklyn,K08,"20,513","13,787","5,700","3,512","7,984","17,847"
03/01/2022,Brooklyn,K09,"21,999","13,828","4,588","2,874","9,800","18,102"
03/01/2022,Brooklyn,K10,"19,358","11,686","2,589","1,651","12,394","18,533"
03/01/2022,Brooklyn,K11,"38,723","23,043","3,844","2,292","22,631","35,617"
03/01/2022,Brooklyn,K12,"64,109","21,322","11,954","3,095","36,396","53,604"
03/01/2022,Brooklyn,K13,"32,491","21,815","6,119","3,178","13,589","30,924"
03/01/2022,Brooklyn,K14,"32,250","19,307","5,461","3,207","16,461","28,254"
03/01/2022,Brooklyn,K15,"29,282","18,318","3,773","2,092","15,871","27,598"
03/01/2022,Brooklyn,K16,"38,784","22,903","13,988","7,195","10,461","32,239"
03/01/2022,Brooklyn,K17,"33,334","21,941","9,335","5,681","14,114","28,928"
03/01/2022,Brooklyn,K18,"30,942","19,239","6,540","3,640","15,342","27,761"
03/01/2022,Manhattan,M01,"2,042","1,580",450,348,"1,532","2,617"
03/01/2022,Manhattan,M02,"2,998","2,431",389,358,"2,204","3,279"
03/01/2022,Manhattan,M03,"38,547","26,400","8,033","5,223","18,187","36,555"
03/01/2022,Manhattan,M04,"13,219","10,119","3,785","2,945","5,928","12,816"
03/01/2022,Manhattan,M05,"4,538","3,681","1,829","1,421","1,853","5,027"
03/01/2022,Manhattan,M06,"5,457","4,554","1,340","1,151","3,163","5,891"
03/01/2022,Manhattan,M07,"17,892","13,195","4,955","3,401","7,907","17,171"
03/01/2022,Manhattan,M08,"6,525","5,052","1,409","1,025","4,313","7,398"
03/01/2022,Manhattan,M09,"23,346","15,459","6,068","3,729","8,536","19,329"
03/01/2022,Manhattan,M10,"32,042","20,955","9,764","6,135","10,711","26,943"
03/01/2022,Manhattan,M11,"44,589","28,101","13,206","7,864","14,275","37,227"
03/01/2022,Manhattan,M12,"48,689","33,547","8,413","5,452","20,054","39,382"
03/01/2022,Queens,Q01,"24,891","15,357","5,313","3,158","14,619","24,714"
03/01/2022,Queens,Q02,"12,064","7,714","2,075","1,378","10,303","14,296"
03/01/2022,Queens,Q03,"25,351","14,949","3,339","2,113","20,540","27,056"
03/01/2022,Queens,Q04,"27,841","16,450","3,448","2,243","22,633","30,067"
03/01/2022,Queens,Q05,"20,891","12,504","3,059","1,928","12,660","18,700"
03/01/2022,Queens,Q06,"11,385","7,736","1,115",770,"7,975","12,098"
03/01/2022,Queens,Q07,"31,217","20,612","4,869","3,336","28,289","39,207"
03/01/2022,Queens,Q08,"20,077","12,046","3,540","2,114","13,916","21,310"
03/01/2022,Queens,Q09,"24,925","14,579","4,400","2,614","14,360","22,512"
03/01/2022,Queens,Q10,"17,836","10,951","2,792","1,706","10,509","16,113"
03/01/2022,Queens,Q11,"8,499","5,615","1,155",760,"8,141","10,905"
03/01/2022,Queens,Q12,"47,481","28,736","12,136","6,962","23,217","43,236"
03/01/2022,Queens,Q13,"22,704","14,483","5,040","3,127","13,736","22,618"
03/01/2022,Queens,Q14,"30,458","16,840","9,062","4,267","11,975","28,286"
03/01/2022,Staten_Island,S01,"39,898","21,537","12,946","6,084","15,406","36,128"
03/01/2022,Staten_Island,S02,"16,719","9,747","3,016","1,688","10,625","17,298"
03/01/2022,Staten_Island,S03,"12,195","7,622","1,901","1,134","7,769","12,080"
06/01/2022,Bronx,B01,"46,470","25,841","14,981","7,987","12,213","36,845"
06/01/2022,Bronx,B02,"23,238","13,062","7,592","3,863","5,879","18,493"
06/01/2022,Bronx,B03,"44,295","24,721","14,738","7,968","11,022","34,734"
06/01/2022,Bronx,B04,"57,712","33,075","17,854","9,437","16,115","44,520"
06/01/2022,Bronx,B05,"55,698","31,553","17,959","9,512","14,354","42,495"
06/01/2022,Bronx,B06,"40,649","22,517","15,465","7,832","9,473","33,593"
06/01/2022,Bronx,B07,"49,183","28,601","14,837","8,102","14,358","38,235"
06/01/2022,Bronx,B08,"18,818","11,375","4,388","2,381","7,163","15,503"
06/01/2022,Bronx,B09,"57,669","32,057","16,845","8,518","17,995","45,905"
06/01/2022,Bronx,B10,"21,125","12,782","4,973","2,683","8,422","17,441"
06/01/2022,Bronx,B11,"27,163","15,832","7,380","3,989","10,070","23,032"
06/01/2022,Bronx,B12,"41,800","23,156","15,688","7,882","12,753","36,004"
06/01/2022,Brooklyn,K01,"52,052","21,488","8,470","3,432","25,566","40,033"
06/01/2022,Brooklyn,K02,"14,335","9,820","3,970","2,558","5,346","12,661"
06/01/2022,Brooklyn,K03,"45,566","25,137","12,044","6,449","15,440","35,247"
06/01/2022,Brooklyn,K04,"24,465","15,720","4,932","2,844","9,139","19,200"
06/01/2022,Brooklyn,K05,"66,269","38,764","17,570","9,282","20,633","49,540"
06/01/2022,Brooklyn,K06,"11,164","7,365","2,887","1,707","4,174","9,888"
06/01/2022,Brooklyn,K07,"22,882","14,177","3,913","2,471","13,306","21,299"
06/01/2022,Brooklyn,K08,"20,153","13,454","5,970","3,689","7,489","17,523"
06/01/2022,Brooklyn,K09,"21,626","13,478","4,808","3,004","9,259","17,632"
06/01/2022,Brooklyn,K10,"19,367","11,615","2,739","1,734","11,283","17,597"
06/01/2022,Brooklyn,K11,"39,133","23,139","4,082","2,432","20,561","33,627"
06/01/2022,Brooklyn,K12,"64,059","21,281","12,296","3,241","33,650","51,041"
06/01/2022,Brooklyn,K13,"32,661","21,765","6,445","3,349","12,851","30,311"
06/01/2022,Brooklyn,K14,"32,535","19,281","5,749","3,380","15,312","27,315"
06/01/2022,Brooklyn,K15,"29,478","18,266","3,871","2,141","14,523","26,279"
06/01/2022,Brooklyn,K16,"38,158","22,416","14,047","7,298","9,732","31,687"
06/01/2022,Brooklyn,K17,"32,973","21,509","9,628","5,876","13,509","28,574"
06/01/2022,Brooklyn,K18,"30,461","18,820","6,739","3,777","14,504","27,122"
06/01/2022,Manhattan,M01,"1,994","1,539",410,317,"1,469","2,497"
06/01/2022,Manhattan,M02,"2,944","2,372",401,366,"2,021","3,074"
06/01/2022,Manhattan,M03,"38,493","26,291","8,272","5,380","16,685","35,077"
06/01/2022,Manhattan,M04,"13,144","10,041","3,845","2,997","5,492","12,326"
06/01/2022,Manhattan,M05,"4,325","3,555","1,784","1,422","1,773","4,805"
06/01/2022,Manhattan,M06,"5,349","4,480","1,391","1,203","3,067","5,811"
06/01/2022,Manhattan,M07,"17,664","13,000","5,041","3,476","7,567","16,831"
06/01/2022,Manhattan,M08,"6,471","4,945","1,434","1,016","4,177","7,256"
06/01/2022,Manhattan,M09,"23,121","15,171","6,215","3,862","7,984","18,890"
06/01/2022,Manhattan,M10,"31,549","20,507","9,965","6,279","9,854","26,261"
06/01/2022,Manhattan,M11,"44,275","27,773","13,554","8,068","13,138","36,366"
06/01/2022,Manhattan,M12,"48,404","33,154","8,803","5,738","18,775","38,210"
06/01/2022,Queens,Q01,"24,825","15,215","5,363","3,201","13,504","23,705"
